level2,neighbors
A6709-03,"A6709-06,A6709-07,A6709-04,A6709-05,A6709-02,A6709-09,"
A6709-01,"A6710-01,A6704-08,A6708-09,A6704-07,A6709-02,A6704-04,A6708-03,"
A6709-08,"A6710-06,A6710-02,A6709-06,A6709-07,A6709-05,A6709-02,A6709-09,"
A6709-09,"A6709-06,A6710-06,A6704-10,A6711-01,A6724-01,A6704-09,A6709-07,A6709-04,A6706-10,A6706-09,A6709-02,A6709-08,A6709-03,"
A6719-09,"A6719-12,A6719-14,A6719-05,"
A6719-08,"A6719-10,A6719-11,A6719-14,A6719-06,"
A6719-03,"A6719-01,A6719-06,A6719-05,A6719-04,"
A6719-02,"A6711-03,A6710-06,A6719-11,A6719-01,A6710-08,A6710-09,A6719-04,A6722-01,A6707-14,"
A6714-11,"A6715-06,A6721-11,A6714-10,A6735-05,"
A6714-10,"A6714-08,A6714-09,A6721-03,A6714-02,A6714-03,A6707-16,A6714-06,A6707-14,A6721-11,A6715-06,A6714-07,A6714-11,A6715-07,"
A6719-07,"A6721-01,A6719-01,A6719-14,A6719-05,A6707-14,"
A6719-06,"A6719-08,A6719-10,A6719-11,A6719-05,A6719-04,A6719-03,"
A6719-05,"A6719-09,A6719-10,A6719-07,A6719-01,A6719-14,A6719-06,A6719-03,A6719-12,"
A6719-04,"A6719-03,A6719-02,A6719-01,A6719-06,A6719-11,"
A6731-34,"A6731-36,A6731-43,A6731-22,A6731-65,A6731-31,"
A6731-35,"A6731-40,A6731-26,A6731-42,A6731-22,A6731-32,A6731-44,"
A6731-36,"A6731-34,A6731-31,A6731-65,"
A6731-37,"A6731-46,A6731-25,A6731-30,A6731-33,A6731-38,A6731-29,"
A6731-30,"A6731-15,A6731-25,A6731-37,A6731-32,A6731-33,A6731-29,"
A6731-31,"A6731-34,A6731-27,A6731-36,A6731-23,A6731-22,A6731-21,A6731-20,A6731-39,A6731-65,"
A6731-32,"A6731-35,A6731-14,A6731-15,A6731-26,A6731-42,A6731-30,A6731-33,A6731-48,A6731-38,"
A6731-33,"A6731-38,A6731-37,A6731-30,A6731-32,"
A6731-38,"A6731-33,A6731-48,A6731-37,A6731-32,A6731-46,"
A6731-39,"A6731-27,A6731-31,A6731-47,A6731-53,A6731-65,A6731-28,"
A6710-04,"A6710-05,A6710-07,A6710-01,A6710-03,A6707-02,A6708-09,"
A6710-05,"A6710-04,A6707-02,A6710-07,A6710-09,A6707-14,"
A6710-06,"A6711-03,A6711-02,A6711-01,A6710-02,A6719-02,A6710-08,A6709-08,A6709-09,"
A6732-43,"A6727-11,A6732-42,A6732-50,A6727-04,A6732-35,A6732-34,"
A6732-44,"A6732-52,A6732-51,A6732-50,A6732-46,A6732-42,A6732-35,A6732-36,A6732-32,A6732-29,A6732-38,"
A6732-45,"A6732-40,A6732-47,A6732-48,A6732-49,A6732-37,A6732-31,A6732-39,"
A6732-46,"A6732-39,A6732-51,A6732-36,A6732-44,A6732-47,"
A6710-03,"A6710-04,A6710-07,A6710-08,A6710-01,A6710-02,"
A6732-48,"A6732-40,A6732-45,A6732-55,A6732-49,A6733-23,A6733-15,"
A6732-49,"A6732-48,A6732-45,A6732-55,A6732-47,"
A6710-08,"A6710-06,A6710-07,A6710-02,A6710-03,A6719-02,A6710-09,"
A6710-09,"A6710-05,A6710-07,A6719-02,A6707-02,A6710-08,A6707-14,"
A6715-07,"A6714-08,A6712-20,A6714-10,A6715-06,A6715-05,A6715-08,"
A6715-06,"A6714-08,A6714-11,A6714-10,A6715-07,A6716-03,A6715-05,A6715-04,A6715-02,A6716-05,A6716-09,A6715-09,A6715-08,"
A6715-05,"A6715-06,A6712-19,A6715-07,A6712-20,A6715-04,A6715-03,A6715-09,A6715-08,"
A6715-04,"A6715-06,A6715-05,A6715-03,A6715-02,A6715-01,"
A6715-03,"A6712-19,A6715-05,A6715-04,A6715-01,"
A6715-02,"A6715-06,A6715-04,A6715-01,A6716-05,"
A6715-01,"A6712-10,A6712-13,A6712-19,A6712-04,A6715-04,A6716-06,A6715-02,A6716-05,A6715-03,"
A6715-09,"A6715-06,A6715-05,A6715-08,"
A6715-08,"A6715-07,A6715-06,A6715-05,A6715-09,"
A6727-08,"A6727-11,A6727-14,A6727-09,A6727-06,A6727-07,A6727-04,"
A6727-09,"A6727-14,A6727-08,A6727-06,A6727-07,A6727-05,A6728-18,A6728-08,"
A6727-06,"A6727-07,A6727-04,A6727-05,A6727-08,A6727-09,"
A6727-07,"A6727-06,A6727-04,A6727-05,A6727-08,A6727-09,"
A6727-04,"A6727-11,A6732-41,A6732-43,A6727-08,A6727-06,A6727-07,A6727-05,A6727-02,A6727-03,A6732-34,"
A6727-05,"A6727-09,A6727-06,A6727-07,A6727-04,A6727-02,A6727-03,A6728-18,A6728-08,A6728-04,"
A6727-02,"A6727-04,A6727-05,A6727-03,A6727-01,A6731-71,A6728-04,A6728-02,"
A6727-03,"A6727-04,A6727-05,A6727-02,A6727-01,A6732-33,A6732-17,A6731-65,"
A6727-01,"A6731-71,A6727-02,A6727-03,A6731-65,"
A6735-29,"A6735-28,A6735-23,A6735-15,A6735-34,A6735-26,A6735-36,"
A6735-28,"A6735-23,A6735-31,A6735-29,A6735-34,"
A6735-23,"A6735-31,A6735-29,A6735-28,A6735-15,A6735-18,"
A6735-22,"A6735-16,A6735-21,A6735-19,A6735-24,"
A6735-21,"A6735-38,A6735-19,A6735-16,A6735-22,A6735-20,A6735-24,"
A6735-20,"A6735-16,A6735-38,A6735-21,"
A6735-27,"A6735-59,A6735-57,A6735-38,A6735-02,A6735-07,A6735-16,A6735-12,A6735-25,"
A6735-26,"A6735-15,A6735-29,A6735-17,A6735-32,A6735-33,A6735-36,"
A6735-25,"A6735-59,A6735-12,A6735-01,A6735-07,A6735-09,A6735-27,"
A6735-24,"A6735-16,A6735-22,A6735-38,A6735-21,A6735-30,"
A6730-02,"A6729-09,A6726-02,A6730-01,"
A6730-01,"A6729-01,A6729-09,A6730-02,A6718-15,A6726-02,"
A6718-15,"A6718-08,A6730-01,A6718-14,A6718-13,A6718-12,A6718-03,A6729-01,A6718-01,A6726-02,A6718-10,"
A6718-14,"A6731-10,A6718-13,A6718-12,A6731-41,A6729-01,A6718-15,A6728-01,"
A6718-13,"A6718-15,A6718-14,A6718-12,"
A6718-12,"A6718-07,A6718-09,A6718-05,A6718-15,A6718-14,A6718-13,A6718-11,A6718-10,A6718-02,A6731-10,"
A6718-11,"A6718-10,A6718-09,A6718-12,"
A6718-10,"A6718-08,A6718-09,A6718-04,A6718-06,A6718-12,A6718-11,A6718-15,"
A6713-05,"A6717-05,A6713-07,A6713-10,A6713-06,A6713-03,A6717-03,A6713-09,"
A6713-04,"A6702-11,A6702-12,A6713-03,"
A6713-07,"A6713-05,A6713-12,A6713-10,A6713-11,A6713-06,A6713-08,"
A6713-06,"A6713-05,A6713-07,A6713-09,A6713-08,"
A6713-01,"A6702-10,A6702-08,A6717-02,A6713-02,"
A6713-03,"A6702-11,A6702-12,A6713-05,A6713-04,A6713-10,A6713-02,A6717-03,A6717-02,"
A6713-02,"A6702-10,A6702-11,A6717-02,A6713-01,A6713-03,"
A6713-09,"A6713-12,A6717-05,A6713-11,A6717-04,A6713-05,A6716-03,A6716-01,A6716-04,A6713-06,A6713-08,A6717-06,"
A6713-08,"A6713-06,A6713-07,A6713-11,A6713-09,"
A6720-06,"A6720-07,A6720-03,A6720-04,A6720-10,A6720-09,"
A6733-21,"A6733-17,A6733-20,A6733-22,A6733-14,A6733-26,"
A6733-20,"A6737-25,A6733-18,A6737-26,A6737-24,A6733-07,A6733-21,A6733-29,A6733-25,A6733-26,A6733-36,A6733-11,A6733-12,A6733-35,A6733-14,A6733-33,"
A6733-23,"A6733-18,A6732-48,A6733-25,A6733-15,A6732-55,"
A6733-22,"A6733-21,A6733-19,A6733-24,A6733-27,A6733-26,A6733-17,"
A6733-25,"A6733-18,A6733-20,A6733-23,A6733-35,A6732-55,"
A6733-24,"A6733-19,A6733-22,A6733-27,A6733-16,A6733-28,"
A6733-27,"A6733-22,A6733-24,A6733-26,A6733-28,A6733-30,A6733-31,"
A6733-26,"A6733-21,A6733-20,A6733-22,A6733-27,A6733-29,A6733-30,"
A6733-29,"A6733-36,A6733-20,A6733-33,A6733-30,A6733-26,"
A6733-28,"A6733-24,A6733-27,A6733-16,A6733-31,"
A6734-19,"A6734-25,A6734-34,A6734-11,A6734-21,"
A6734-18,"A6734-09,A6734-11,A6734-12,A6734-27,A6734-20,A6734-21,A6734-30,"
A6716-03,"A6716-02,A6715-06,A6716-01,A6716-07,A6716-05,A6716-09,A6713-09,A6717-04,"
A6734-15,"A6734-24,A6734-17,A6734-10,A6734-22,A6734-07,"
A6734-14,"A6734-30,A6734-06,A6734-13,A6734-05,A6734-26,A6734-20,A6734-23,A6734-12,"
A6734-17,"A6734-24,A6734-15,A6734-16,A6734-07,"
A6734-16,"A6734-08,A6734-17,A6734-07,A6734-04,A6734-24,A6734-23,A6734-28,A6734-29,"
A6734-11,"A6734-03,A6734-09,A6734-19,A6734-21,A6734-18,"
A6734-10,"A6734-08,A6734-22,A6734-02,A6735-44,A6734-01,A6734-07,A6734-04,A6734-05,A6734-15,A6737-01,A6734-31,"
A6734-13,"A6734-08,A6734-02,A6734-14,A6734-06,A6734-26,A6734-23,"
A6734-12,"A6734-14,A6734-09,A6734-20,A6734-18,A6734-05,"
A6716-01,"A6716-03,A6716-06,A6716-04,A6716-05,A6713-09,A6717-04,"
A6707-08,"A6707-12,A6707-02,A6707-05,A6707-14,"
A6707-09,"A6707-13,A6707-03,A6707-10,A6707-04,A6707-07,"
A6707-01,"A6707-02,A6707-03,A6707-04,A6707-06,A6712-01,A6713-10,A6708-08,"
A6707-02,"A6707-08,A6710-05,A6710-09,A6707-01,A6707-03,A6707-05,A6707-14,A6708-09,A6708-08,A6710-04,"
A6707-03,"A6707-09,A6707-01,A6707-02,A6707-04,A6707-05,A6707-07,"
A6707-04,"A6707-09,A6707-13,A6707-01,A6707-03,A6707-15,A6707-06,"
A6707-05,"A6707-08,A6707-12,A6707-11,A6707-03,A6707-07,A6707-02,"
A6707-06,"A6712-07,A6712-05,A6707-04,A6707-16,A6707-15,A6712-01,A6707-01,"
A6707-07,"A6707-03,A6707-09,A6707-11,A6707-10,A6707-05,"
A6723-02,"A6711-03,A6724-02,A6724-01,A6724-06,A6711-01,A6723-03,A6723-01,A6723-05,"
A6723-03,"A6723-02,A6724-02,A6724-06,"
A6723-01,"A6723-02,A6724-02,A6724-01,"
A6723-06,"A6723-08,A6723-09,A6723-07,A6723-04,"
A6723-07,"A6723-08,A6723-06,A6723-04,"
A6723-04,"A6724-06,A6724-05,A6724-04,A6723-06,A6723-07,A6723-05,A6723-08,A6723-09,"
A6723-05,"A6711-03,A6711-01,A6724-06,A6724-05,A6711-04,A6723-02,A6723-04,A6723-09,"
A6732-04,"A6734-42,A6732-07,A6732-08,A6732-01,"
A6732-05,"A6734-39,A6732-13,A6732-09,A6732-06,A6732-14,A6734-42,A6732-12,A6732-02,A6732-03,"
A6723-08,"A6725-01,A6724-04,A6725-03,A6723-06,A6723-07,A6723-04,A6723-09,"
A6723-09,"A6711-03,A6711-04,A6725-03,A6723-06,A6723-04,A6723-05,A6726-01,A6723-08,A6722-04,"
A6732-01,"A6732-04,A6732-06,A6732-07,A6734-42,A6732-02,"
A6732-02,"A6732-05,A6732-06,A6734-42,A6732-01,"
A6732-03,"A6737-14,A6737-13,A6734-39,A6732-05,A6734-44,A6732-12,A6734-40,A6732-10,"
A6701-11,"A6701-07,A6701-04,A6701-16,A6701-14,A6701-10,"
A6701-10,"A6701-11,A6701-14,A6701-08,A6701-16,A6701-04,A6701-03,"
A6701-13,"A6701-12,A6701-17,A6701-09,A6701-19,A6701-18,A6701-07,"
A6701-12,"A6701-19,A6701-13,A6701-25,A6701-09,"
A6701-15,"A6701-23,A6701-14,A6701-08,A6701-16,A6701-06,A6701-21,A6701-05,"
A6701-14,"A6701-11,A6701-10,A6701-15,A6701-08,A6701-16,"
A6701-17,"A6701-13,A6701-16,A6701-20,A6701-07,A6701-18,A6701-21,"
A6701-16,"A6701-11,A6701-10,A6701-15,A6701-14,A6701-17,A6701-21,A6701-07,"
A6701-19,"A6701-13,A6701-12,A6701-20,A6701-18,A6701-23,A6701-25,"
A6701-18,"A6701-19,A6701-07,A6701-13,A6701-20,A6701-17,"
A6706-10,"A6724-02,A6724-01,A6703-11,A6724-04,A6709-09,A6706-09,A6706-08,"
A6731-69,"A6731-71,A6731-68,A6731-59,A6731-62,"
A6731-68,"A6731-63,A6731-71,A6731-69,A6731-65,A6731-59,"
A6731-63,"A6731-56,A6731-68,A6731-65,A6731-59,"
A6731-62,"A6731-57,A6731-71,A6731-69,A6731-53,A6731-59,"
A6731-61,"A6734-33,A6731-58,A6731-70,A6731-54,A6731-51,A6731-66,A6731-64,"
A6731-60,"A6731-49,A6731-72,A6731-55,A6731-67,A6731-65,"
A6731-67,"A6731-55,A6731-58,A6731-70,A6731-72,A6731-60,A6731-64,"
A6731-66,"A6731-70,A6734-33,A6731-61,A6734-42,"
A6731-65,"A6727-01,A6731-43,A6727-03,A6731-39,A6731-34,A6731-63,A6731-36,A6731-68,A6731-31,A6731-56,A6731-71,A6731-72,A6731-60,A6731-49,A6731-53,A6731-50,"
A6731-64,"A6731-70,A6731-61,A6731-67,A6731-58,"
A6702-03,"A6702-02,A6702-08,A6702-07,A6702-05,A6702-04,"
A6702-02,"A6702-03,A6702-01,A6701-02,A6705-07,A6702-04,"
A6702-01,"A6702-02,A6705-07,A6705-04,A6705-05,"
A6702-07,"A6702-10,A6702-03,A6702-09,A6702-08,A6702-05,"
A6702-06,"A6702-09,A6701-02,A6702-05,A6702-04,"
A6702-05,"A6702-03,A6702-09,A6702-07,A6702-06,A6702-04,"
A6702-04,"A6702-03,A6702-02,A6701-02,A6702-06,A6702-05,"
A6702-09,"A6702-10,A6701-28,A6702-07,A6702-06,A6702-05,A6701-24,A6701-02,"
A6702-08,"A6702-03,A6702-10,A6713-01,A6702-07,"
A6735-60,"A6735-58,A6735-44,A6735-51,A6735-57,A6735-55,A6735-38,"
A6735-32,"A6735-35,A6735-39,A6735-30,A6735-17,A6735-33,A6735-26,"
A6728-21,"A6727-14,A6727-20,A6729-03,A6728-18,A6728-19,A6728-22,A6728-07,A6729-09,A6728-16,A6728-17,A6728-20,"
A6728-20,"A6728-21,A6728-16,A6728-18,"
A6728-22,"A6727-20,A6728-21,A6727-14,"
A6710-07,"A6710-04,A6710-05,A6710-08,A6710-09,A6710-03,"
A6719-12,"A6719-10,A6719-09,A6719-13,A6719-14,A6719-05,"
A6719-13,"A6719-10,A6719-12,A6719-14,"
A6714-04,"A6714-08,A6714-09,A6712-20,A6712-18,A6714-05,A6714-07,A6714-01,"
A6714-05,"A6714-01,A6714-04,A6714-06,A6714-07,"
A6705-11,"A6705-08,A6706-04,A6705-10,A6701-26,A6701-05,"
A6705-10,"A6705-08,A6705-09,A6705-11,A6701-26,A6701-05,"
A6731-41,"A6731-10,A6718-14,A6731-45,A6728-02,A6728-01,A6731-28,"
A6731-40,"A6731-49,A6731-35,A6731-43,A6731-44,A6731-22,"
A6735-06,"A6735-14,A6735-15,A6735-04,A6735-10,"
A6733-01,"A6737-18,A6737-20,A6736-21,A6733-02,A6733-06,A6733-16,A6733-04,"
A6733-18,"A6733-23,A6733-20,A6733-12,A6733-25,A6733-15,"
A6731-49,"A6731-55,A6731-40,A6731-43,A6731-44,A6731-60,A6731-65,"
A6733-10,"A6733-07,A6733-17,A6733-08,A6733-11,A6733-13,A6733-14,A6733-05,A6733-04,"
A6733-11,"A6733-07,A6733-20,A6733-14,A6733-10,"
A6733-12,"A6732-40,A6737-24,A6737-27,A6733-18,A6733-20,A6732-30,A6737-25,A6733-15,"
A6733-13,"A6733-19,A6733-09,A6733-08,A6733-10,A6733-14,A6733-16,A6733-17,"
A6733-14,"A6733-21,A6733-20,A6733-10,A6733-11,A6733-13,A6733-17,"
A6733-15,"A6732-40,A6732-55,A6732-48,A6733-18,A6733-23,A6733-12,"
A6733-16,"A6737-18,A6736-23,A6736-21,A6733-19,A6733-09,A6733-24,A6733-36,A6733-28,A6733-01,A6733-13,A6733-06,A6733-31,"
A6733-17,"A6733-21,A6733-19,A6733-22,A6733-10,A6733-13,A6733-14,"
A6734-24,"A6734-31,A6734-15,A6734-17,A6734-16,A6737-03,A6734-22,A6734-28,A6734-29,"
A6734-25,"A6734-19,A6734-34,A6734-33,"
A6734-26,"A6734-14,A6734-30,A6734-13,A6734-36,A6734-23,A6734-40,"
A6734-27,"A6734-35,A6734-18,A6734-21,A6734-39,A6734-30,"
A6734-20,"A6734-14,A6734-12,A6734-18,A6734-30,"
A6734-21,"A6734-19,A6734-18,A6734-11,A6734-35,A6734-27,A6734-34,"
A6734-22,"A6734-15,A6734-24,A6734-10,A6734-31,"
A6734-23,"A6734-08,A6734-14,A6734-16,A6734-13,A6734-36,A6734-26,A6734-32,A6734-29,"
A6734-28,"A6734-37,A6734-16,A6737-03,A6737-02,A6734-24,A6734-29,"
A6734-29,"A6734-24,A6734-16,A6737-02,A6734-37,A6734-32,A6734-23,A6734-28,"
A6731-27,"A6731-23,A6731-24,A6731-31,A6731-39,A6731-28,"
A6731-26,"A6731-35,A6731-14,A6731-32,A6731-22,"
A6731-25,"A6731-05,A6731-37,A6731-30,A6731-29,A6731-15,"
A6731-24,"A6731-27,A6731-18,A6731-23,A6731-28,"
A6731-23,"A6731-27,A6731-18,A6731-24,A6731-31,A6731-20,"
A6731-22,"A6731-19,A6731-35,A6731-04,A6731-40,A6731-14,A6731-34,A6731-26,A6731-43,A6731-31,A6731-21,A6731-13,"
A6731-21,"A6731-19,A6731-31,A6731-22,A6731-20,"
A6731-20,"A6731-18,A6731-19,A6731-16,A6731-23,A6731-31,A6731-21,"
A6712-15,"A6712-11,A6712-18,A6712-14,A6712-17,A6712-16,"
A6731-29,"A6731-05,A6734-03,A6731-25,A6731-37,A6731-30,A6735-44,"
A6731-28,"A6731-27,A6731-18,A6731-10,A6731-17,A6731-41,A6731-24,A6731-45,A6731-47,A6731-39,"
A6701-28,"A6702-10,A6702-11,A6702-12,A6702-09,A6701-24,A6701-26,A6701-27,"
A6732-52,"A6732-53,A6732-51,A6732-50,A6732-57,A6732-56,A6732-58,A6732-44,"
A6732-51,"A6732-52,A6732-44,A6732-56,A6732-46,A6732-47,A6732-55,"
A6732-50,"A6732-53,A6732-52,A6732-42,A6732-43,A6732-44,A6732-54,A6727-11,"
A6732-57,"A6732-53,A6732-52,A6732-58,A6732-60,A6732-61,"
A6732-56,"A6732-52,A6732-51,A6732-58,A6732-59,A6732-55,"
A6732-55,"A6732-51,A6732-56,A6732-47,A6732-48,A6732-49,A6732-59,A6733-23,A6733-25,A6733-35,A6733-15,A6732-63,"
A6732-54,"A6732-53,A6732-50,A6732-61,"
A6701-20,"A6701-17,A6701-19,A6701-18,A6701-22,A6701-23,A6701-21,"
A6701-21,"A6701-15,A6701-17,A6701-16,A6701-20,A6701-22,A6701-23,"
A6701-22,"A6701-20,A6701-21,A6701-23,"
A6701-23,"A6701-15,A6701-19,A6701-21,A6701-22,A6701-05,A6701-25,A6701-26,A6701-20,"
A6701-24,"A6701-28,A6702-09,A6701-02,A6701-25,A6701-27,"
A6701-25,"A6701-12,A6701-09,A6701-19,A6701-24,A6701-23,A6701-02,A6701-26,A6701-27,"
