level2,neighbors
A6701-26,"A6701-28,A6702-12,A6702-13,A6701-05,A6701-25,A6701-27,A6706-04,A6705-11,A6705-10,A6704-02,A6701-23,A6708-01,A6708-02,"
A6701-27,"A6701-28,A6701-24,A6701-25,A6701-26,"
A6712-19,"A6712-13,A6712-12,A6712-14,A6712-16,A6712-20,A6715-05,A6715-03,A6715-01,"
A6716-05,"A6715-06,A6716-02,A6716-03,A6716-01,A6716-06,A6715-02,A6715-01,A6716-09,"
A6712-18,"A6712-11,A6712-15,A6712-17,A6712-20,A6714-01,A6714-04,A6712-07,"
A6721-08,"A6721-09,A6721-04,A6721-05,A6721-06,A6721-12,"
A6721-09,"A6721-08,A6721-12,A6720-04,A6721-04,"
A6721-01,"A6719-07,A6721-04,A6721-03,A6719-14,A6707-14,"
A6721-02,"A6721-03,A6721-04,A6721-05,"
A6721-03,"A6721-01,A6721-02,A6714-10,A6721-04,A6721-05,A6721-06,A6707-14,A6721-07,A6721-11,"
A6721-04,"A6721-08,A6721-09,A6721-01,A6721-02,A6721-03,A6719-14,A6721-05,A6720-04,"
A6721-05,"A6721-08,A6721-02,A6721-03,A6721-04,A6721-06,"
A6721-06,"A6721-08,A6721-03,A6721-12,A6721-10,A6721-05,A6721-07,"
A6721-07,"A6721-11,A6721-03,A6721-10,A6721-06,"
A6717-01,"A6717-02,"
A6717-03,"A6713-05,A6717-02,A6717-05,A6717-04,A6713-03,"
A6717-02,"A6713-01,A6713-03,A6713-02,A6717-01,A6717-03,A6717-04,"
A6717-05,"A6713-05,A6717-03,A6713-09,A6717-04,A6717-06,"
A6717-04,"A6717-05,A6716-03,A6716-01,A6717-03,A6717-02,A6713-09,A6717-06,"
A6717-06,"A6713-09,A6717-05,A6717-04,"
A6727-11,"A6727-13,A6727-12,A6727-15,A6727-08,A6727-17,A6732-61,A6727-20,A6727-04,A6732-50,A6732-64,A6732-43,A6727-14,"
A6727-10,"A6727-13,A6732-63,"
A6727-13,"A6727-11,A6727-10,A6732-64,A6727-15,A6732-63,A6727-17,A6732-61,A6727-19,A6727-18,A6727-20,A6733-35,"
A6727-12,"A6727-11,A6727-15,A6727-14,A6727-16,"
A6727-15,"A6727-11,A6727-13,A6727-12,A6727-17,A6727-16,A6727-20,"
A6727-14,"A6727-11,A6727-12,A6727-17,A6727-08,A6727-09,A6727-20,A6727-16,A6728-21,A6728-22,A6728-18,"
A6727-17,"A6727-11,A6727-13,A6727-15,A6727-14,A6727-16,A6727-20,"
A6727-16,"A6727-12,A6727-15,A6727-14,A6727-17,"
A6727-19,"A6727-20,A6727-18,A6727-13,A6727-23,"
A6727-18,"A6727-13,A6727-19,A6727-21,A6727-22,A6727-23,A6733-43,A6733-39,A6733-36,A6733-35,"
A6720-10,"A6720-06,A6720-04,A6720-12,A6720-09,A6720-08,"
A6720-11,"A6718-01,A6718-02,A6720-05,A6720-03,A6720-02,A6720-12,A6720-08,"
A6720-12,"A6731-05,A6718-02,A6720-04,A6720-10,A6720-11,A6720-08,"
A6735-19,"A6735-16,A6735-22,A6735-21,"
A6735-16,"A6735-19,A6735-22,A6735-38,A6735-03,A6735-02,A6735-05,A6735-17,A6735-30,A6735-08,A6735-21,A6735-20,A6735-27,A6735-24,"
A6735-17,"A6735-30,A6735-05,A6735-16,A6735-32,A6735-15,A6735-26,A6735-11,"
A6735-14,"A6735-44,A6735-04,A6735-18,A6735-06,A6735-31,A6735-13,A6735-10,"
A6735-15,"A6735-26,A6735-29,A6735-18,A6735-06,A6735-23,A6735-17,A6735-13,A6735-10,A6735-11,"
A6735-12,"A6735-27,A6735-07,A6735-25,"
A6735-13,"A6735-14,A6735-15,A6735-10,A6735-18,"
A6735-10,"A6735-14,A6735-15,A6735-13,A6735-06,"
A6735-11,"A6735-17,A6735-15,A6735-05,"
A6729-01,"A6730-01,A6718-15,A6718-14,A6729-02,A6729-03,A6729-05,A6728-07,A6729-09,A6728-04,A6728-01,"
A6729-02,"A6729-01,A6729-03,A6729-04,A6729-05,A6729-06,"
A6729-03,"A6729-01,A6729-02,A6728-21,A6729-06,A6728-07,A6729-08,A6729-09,"
A6729-04,"A6729-08,A6729-02,A6729-05,A6729-06,A6729-07,"
A6729-05,"A6729-01,A6729-02,A6729-04,A6729-09,A6729-07,"
A6729-06,"A6729-08,A6729-02,A6729-03,A6729-04,"
A6729-07,"A6729-08,A6729-09,A6729-04,A6729-05,"
A6729-08,"A6729-09,A6729-03,A6729-04,A6729-06,A6729-07,"
A6729-09,"A6730-02,A6730-01,A6729-01,A6729-03,A6728-21,A6729-05,A6729-07,A6729-08,"
A6724-03,"A6724-02,A6724-05,A6724-04,"
A6724-02,"A6724-03,A6724-01,A6724-06,A6724-05,A6724-04,A6723-02,A6723-03,A6723-01,A6706-10,"
A6724-01,"A6724-02,A6711-01,A6723-02,A6723-01,A6706-10,A6709-09,"
A6724-06,"A6724-02,A6724-05,A6723-02,A6723-03,A6723-04,A6723-05,"
A6724-05,"A6724-03,A6724-02,A6724-06,A6724-04,A6723-04,A6723-05,"
A6724-04,"A6724-03,A6724-02,A6725-01,A6724-05,A6706-10,A6723-04,A6723-08,"
A6728-18,"A6727-14,A6727-09,A6727-05,A6728-21,A6728-20,A6728-08,A6728-14,A6728-16,A6728-10,"
A6728-19,"A6728-16,A6728-17,A6728-21,A6728-13,"
A6728-14,"A6728-18,A6728-16,A6728-10,A6728-12,A6728-15,"
A6728-15,"A6728-14,A6728-16,A6728-12,"
A6728-16,"A6728-20,A6728-21,A6728-18,A6728-19,A6728-09,A6728-14,A6728-15,A6728-11,A6728-12,A6728-13,"
A6728-17,"A6728-07,A6728-21,A6728-19,A6728-13,"
A6728-10,"A6728-18,A6728-08,A6728-14,A6728-06,A6728-05,A6728-11,A6728-12,"
A6728-11,"A6728-09,A6728-06,A6728-16,A6728-10,A6728-05,A6728-12,"
A6728-12,"A6728-09,A6728-14,A6728-15,A6728-16,A6728-10,A6728-11,"
A6728-13,"A6728-07,A6728-16,A6728-17,A6728-19,A6728-09,"
A6737-25,"A6737-24,A6737-26,A6737-21,A6737-22,A6733-20,A6733-12,"
A6737-24,"A6737-25,A6737-27,A6737-21,A6737-23,A6733-20,A6732-21,A6732-30,A6733-12,"
A6737-27,"A6732-40,A6737-24,A6733-12,A6732-30,"
A6737-26,"A6737-25,A6737-22,A6733-20,A6733-02,A6733-07,A6733-05,"
A6737-21,"A6737-25,A6737-24,A6737-19,A6737-23,A6737-22,A6737-14,A6737-16,A6737-13,"
A6737-20,"A6737-18,A6737-22,A6737-15,A6737-17,A6733-02,A6733-01,"
A6737-23,"A6737-24,A6737-21,A6737-19,A6732-21,A6732-30,A6732-10,"
A6737-22,"A6737-25,A6737-26,A6737-21,A6737-20,A6737-16,A6737-17,A6733-02,"
A6736-01,"A6736-02,A6736-03,A6736-05,A6736-06,"
A6736-02,"A6736-01,A6736-03,A6736-06,A6737-01,A6735-44,"
A6736-03,"A6736-01,A6736-02,A6736-04,A6736-05,A6737-05,A6737-01,"
A6736-04,"A6736-12,A6736-03,A6737-18,A6736-05,A6736-07,A6737-07,A6737-03,A6737-05,A6737-10,A6736-08,A6736-10,A6736-09,"
A6736-05,"A6736-01,A6736-11,A6736-03,A6736-04,A6736-23,A6736-06,A6736-10,A6736-16,"
A6736-06,"A6736-01,A6736-02,A6735-59,A6736-23,A6735-44,A6736-05,"
A6736-07,"A6736-13,A6736-09,A6736-10,A6736-04,"
A6736-08,"A6736-09,A6736-04,A6736-12,"
A6736-09,"A6736-13,A6736-12,A6736-04,A6736-15,A6736-07,A6736-08,"
A6725-01,"A6723-08,A6724-04,A6725-02,A6725-03,"
A6719-11,"A6719-08,A6719-02,A6719-14,A6719-06,A6719-04,A6719-15,A6722-01,A6722-02,"
A6707-13,"A6707-09,A6707-12,A6707-11,A6707-10,A6707-04,A6707-15,A6707-14,"
A6707-12,"A6707-08,A6707-13,A6707-11,A6707-05,A6707-14,"
A6707-11,"A6707-13,A6707-12,A6707-10,A6707-05,A6707-07,"
A6707-10,"A6707-13,A6707-09,A6707-11,A6707-07,"
A6707-16,"A6714-03,A6714-01,A6714-02,A6714-10,A6707-06,A6707-14,A6707-15,A6712-07,"
A6707-15,"A6707-13,A6707-04,A6707-16,A6707-06,A6707-14,"
A6707-14,"A6721-01,A6707-08,A6714-10,A6710-05,A6707-13,A6707-12,A6719-01,A6721-03,A6719-07,A6707-16,A6707-15,A6710-09,A6719-02,A6707-02,"
A6732-19,"A6732-09,A6732-18,A6732-15,A6732-29,A6732-11,A6732-27,"
A6732-18,"A6732-22,A6732-14,A6732-29,A6732-09,A6732-19,"
A6732-17,"A6732-08,A6732-33,A6732-24,A6727-03,"
A6732-16,"A6732-23,A6732-26,A6732-27,A6732-08,A6732-15,A6732-11,"
A6732-15,"A6732-16,A6732-26,A6732-11,A6732-19,A6732-27,"
A6732-14,"A6732-22,A6732-20,A6732-09,A6732-18,A6732-05,A6732-13,"
A6732-13,"A6732-05,A6732-20,A6732-14,A6732-12,A6732-25,"
A6732-12,"A6732-21,A6732-25,A6732-05,A6732-03,A6732-13,A6732-10,"
A6732-11,"A6732-08,A6732-09,A6732-19,A6732-16,A6732-15,A6732-07,A6732-06,"
A6732-10,"A6737-19,A6737-23,A6737-14,A6732-21,A6732-25,A6732-12,A6732-03,"
A6703-04,"A6703-06,A6703-07,A6703-01,A6703-02,A6703-03,A6705-03,"
A6703-05,"A6703-06,A6703-03,A6703-11,A6703-10,"
A6703-06,"A6703-04,A6703-05,A6703-07,A6703-03,A6703-10,A6703-08,A6703-09,"
A6703-07,"A6703-04,A6703-06,A6703-10,A6703-09,A6705-03,A6706-02,A6705-08,"
A6703-01,"A6703-04,A6703-02,A6703-03,"
A6703-02,"A6703-04,A6705-03,A6705-01,A6703-01,"
A6733-19,"A6733-13,A6733-22,A6733-24,A6733-16,A6733-17,"
A6703-03,"A6703-04,A6703-05,A6703-06,A6703-01,"
A6703-08,"A6703-06,A6703-09,A6703-10,"
A6703-09,"A6703-06,A6703-07,A6703-08,A6703-10,"
A6706-07,"A6703-11,A6704-10,A6703-10,A6706-06,A6706-03,A6706-01,A6706-09,A6704-06,"
A6706-06,"A6706-07,A6706-05,A6706-03,A6706-02,A6704-06,"
A6706-05,"A6706-06,A6706-04,A6706-02,A6704-01,A6704-02,A6704-06,"
A6706-04,"A6701-26,A6706-05,A6705-11,A6706-02,A6704-01,A6705-08,A6704-02,"
A6706-03,"A6706-07,A6706-06,A6706-02,A6706-01,"
A6706-02,"A6703-07,A6703-10,A6706-06,A6706-05,A6706-04,A6706-03,A6706-01,A6705-08,"
A6706-01,"A6706-07,A6706-03,A6706-02,A6703-10,"
A6706-09,"A6704-10,A6703-11,A6706-07,A6706-10,A6709-09,A6706-08,"
A6706-08,"A6706-10,A6703-11,A6706-09,"
A6731-58,"A6731-52,A6731-64,A6731-61,A6731-55,A6731-67,A6731-54,A6731-51,"
A6731-59,"A6731-56,A6731-69,A6731-68,A6731-63,A6731-62,A6731-53,A6731-50,"
A6731-56,"A6731-63,A6731-65,A6731-53,A6731-50,A6731-59,"
A6731-57,"A6728-02,A6731-45,A6731-47,A6731-62,A6731-71,A6731-53,"
A6731-54,"A6731-48,A6731-61,A6731-58,A6731-51,"
A6731-55,"A6731-52,A6731-42,A6731-44,A6731-58,A6731-49,A6731-60,A6731-67,"
A6731-52,"A6731-55,A6731-42,A6731-58,A6731-51,"
A6731-53,"A6731-59,A6731-65,A6731-47,A6731-62,A6731-56,A6731-57,A6731-39,A6731-50,"
A6731-50,"A6731-56,A6731-53,A6731-65,A6731-59,"
A6731-51,"A6731-42,A6731-58,A6731-48,A6731-54,A6731-52,A6731-61,"
A6735-58,"A6735-44,A6735-55,A6735-56,A6735-60,"
A6735-59,"A6735-44,A6736-06,A6735-27,A6735-57,A6735-25,"
A6712-08,"A6712-11,A6712-12,A6712-09,A6712-07,A6712-05,A6712-03,"
A6712-09,"A6712-10,A6712-13,A6712-12,A6712-08,A6712-06,A6712-03,"
A6712-06,"A6712-10,A6712-04,A6712-03,A6716-04,A6712-09,"
A6712-07,"A6712-11,A6712-08,A6714-01,A6712-05,A6707-16,A6707-06,A6712-18,"
A6735-50,"A6735-52,A6735-53,A6735-47,A6735-39,A6735-44,"
A6712-05,"A6712-08,A6712-07,A6712-02,A6712-03,A6707-06,A6712-01,"
A6712-02,"A6712-05,A6712-03,A6712-01,"
A6712-03,"A6712-08,A6712-09,A6712-06,A6712-05,A6712-02,A6712-01,A6716-04,"
A6735-54,"A6735-45,A6735-44,A6735-52,A6735-56,A6735-48,"
A6735-55,"A6735-58,A6735-51,A6735-56,A6735-60,"
A6727-20,"A6727-11,A6727-13,A6727-15,A6727-14,A6727-17,A6727-19,A6727-23,A6728-21,A6728-22,"
A6727-21,"A6727-18,A6727-22,A6733-44,A6733-43,"
A6727-22,"A6727-18,A6727-21,"
A6727-23,"A6727-19,A6727-20,A6727-18,"
A6708-10,"A6708-07,A6708-09,A6708-08,A6708-03,"
A6708-03,"A6708-09,A6709-01,A6708-05,A6708-07,A6704-02,A6708-01,A6708-10,A6704-07,A6708-02,"
A6725-04,"A6725-03,A6726-02,"
A6737-18,"A6736-12,A6736-04,A6737-20,A6736-21,A6737-15,A6737-10,A6733-01,A6733-16,"
A6737-19,"A6737-14,A6732-21,A6737-21,A6737-23,A6732-10,"
A6737-14,"A6732-03,A6732-10,A6737-21,A6737-19,A6737-13,"
A6737-15,"A6737-18,A6737-17,A6737-10,A6737-20,A6737-11,"
A6737-16,"A6737-22,A6737-17,A6737-21,A6737-12,A6737-13,"
A6737-17,"A6737-20,A6737-22,A6737-15,A6737-16,A6737-11,A6737-12,"
A6737-10,"A6736-04,A6737-08,A6737-15,A6737-03,A6737-11,A6737-06,A6737-18,"
A6737-11,"A6737-09,A6737-08,A6737-15,A6737-17,A6737-10,A6737-12,"
A6737-12,"A6737-09,A6737-16,A6737-17,A6737-11,A6737-13,A6734-43,"
A6737-13,"A6737-21,A6737-14,A6737-16,A6737-12,A6734-44,A6734-43,A6732-03,"
A6716-02,"A6716-03,A6716-05,"
A6735-30,"A6735-38,A6735-16,A6735-17,A6735-32,A6735-37,A6735-35,A6735-24,"
A6733-09,"A6733-13,A6733-08,A6733-06,A6733-16,"
A6733-08,"A6733-10,A6733-09,A6733-13,A6733-06,A6733-04,"
A6716-06,"A6716-04,A6712-04,A6716-01,A6715-01,A6716-05,A6716-08,"
A6716-07,"A6716-03,"
A6716-04,"A6712-06,A6712-04,A6712-03,A6712-01,A6713-12,A6716-01,A6716-06,A6716-08,A6713-09,"
A6735-31,"A6735-44,A6735-42,A6735-28,A6735-18,A6735-23,A6735-14,A6735-34,"
A6733-02,"A6737-26,A6737-20,A6737-22,A6733-01,A6733-06,A6733-05,A6733-04,"
A6716-08,"A6716-06,A6716-04,"
A6716-09,"A6716-03,A6716-05,A6715-06,"
A6733-07,"A6733-10,A6733-11,A6737-26,A6733-05,A6733-20,"
A6733-06,"A6733-09,A6733-08,A6733-02,A6733-01,A6733-16,A6733-04,"
A6733-05,"A6733-10,A6733-02,A6737-26,A6733-07,A6733-04,"
A6733-04,"A6733-08,A6733-10,A6733-02,A6733-01,A6733-06,A6733-05,"
A6735-33,"A6735-39,A6735-32,A6735-26,A6735-36,"
A6708-01,"A6704-07,A6704-02,A6701-26,A6708-03,A6708-02,"
A6734-37,"A6737-08,A6737-02,A6734-32,A6734-28,A6734-29,A6734-41,"
A6734-36,"A6734-26,A6734-32,A6734-23,A6734-38,A6734-43,A6734-40,A6734-41,"
A6734-35,"A6734-27,A6734-34,A6734-42,A6734-21,A6734-39,"
A6734-34,"A6734-19,A6734-25,A6734-35,A6734-33,A6734-21,A6734-42,"
A6734-33,"A6734-25,A6731-61,A6734-34,A6734-42,A6731-66,"
A6734-32,"A6734-37,A6734-36,A6734-23,A6734-41,A6734-29,A6734-38,"
A6734-31,"A6737-05,A6737-04,A6737-03,A6734-10,A6737-01,A6734-24,A6734-22,"
A6734-30,"A6734-18,A6734-14,A6734-26,A6734-27,A6734-20,A6734-40,A6734-39,"
A6735-37,"A6735-38,A6735-30,A6735-35,A6735-40,"
A6734-39,"A6734-35,A6734-27,A6734-30,A6732-05,A6734-42,A6734-40,A6732-03,"
A6734-38,"A6734-36,A6734-32,A6734-41,"
A6731-18,"A6731-12,A6731-11,A6731-16,A6731-17,A6731-24,A6731-23,A6731-20,A6731-28,"
A6731-19,"A6731-13,A6731-16,A6731-22,A6731-21,A6731-20,"
A6731-12,"A6731-18,A6731-11,A6731-09,A6731-17,A6731-10,"
A6731-13,"A6731-19,A6731-04,A6731-11,A6731-16,A6731-14,A6731-22,"
A6731-10,"A6731-09,A6731-12,A6731-04,A6718-14,A6718-12,A6718-02,A6731-17,A6731-41,A6731-05,A6731-28,"
A6731-11,"A6731-18,A6731-09,A6731-12,A6731-04,A6731-16,A6731-13,"
A6731-16,"A6731-13,A6731-18,A6731-19,A6731-11,A6731-20,"
A6731-17,"A6731-12,A6731-10,A6731-18,A6731-28,"
A6731-14,"A6731-13,A6731-07,A6731-03,A6731-15,A6731-26,A6731-22,A6731-32,A6731-04,"
A6731-15,"A6731-08,A6731-05,A6731-07,A6731-06,A6731-14,A6731-25,A6731-30,A6731-32,"
A6735-01,"A6735-09,A6735-02,A6735-07,A6735-25,"
A6732-64,"A6727-11,A6727-13,A6732-62,A6732-63,A6732-61,"
A6732-62,"A6732-64,A6732-63,A6732-60,A6732-61,"
A6732-63,"A6727-10,A6727-13,A6732-62,A6732-60,A6732-55,A6732-59,A6732-64,A6733-35,"
A6732-60,"A6732-62,A6732-63,A6732-61,A6732-59,A6732-58,A6732-57,"
A6732-61,"A6727-11,A6732-53,A6732-64,A6732-57,A6732-60,A6732-54,A6727-13,A6732-62,"
A6735-03,"A6735-16,A6735-08,A6735-02,A6735-05,"
A6735-02,"A6735-01,A6735-09,A6735-03,A6735-07,A6735-16,A6735-27,"
A6735-05,"A6721-11,A6735-03,A6735-17,A6735-16,A6735-08,A6714-11,A6735-11,"
A6735-04,"A6735-14,A6735-06,"
A6735-07,"A6735-01,A6735-27,A6735-02,A6735-12,A6735-25,"
A6721-12,"A6721-08,A6721-09,A6721-11,A6721-10,A6721-06,A6720-04,"
A6721-11,"A6721-03,A6714-10,A6721-12,A6714-11,A6721-10,A6721-07,A6735-05,"
A6721-10,"A6721-12,A6721-11,A6721-06,A6721-07,"
A6712-14,"A6712-11,A6712-19,A6712-12,A6712-15,A6712-16,"
A6704-10,"A6706-07,A6704-09,A6709-09,A6706-09,A6704-06,"
A6725-02,"A6725-01,"
A6725-03,"A6725-04,A6725-01,A6726-01,A6726-02,A6723-08,A6723-09,"
A6720-07,"A6720-06,A6720-03,A6720-09,A6720-08,"
A6735-52,"A6735-45,A6735-39,A6735-50,A6735-54,A6735-44,"
A6720-05,"A6719-15,A6718-01,A6720-11,A6722-03,A6722-02,A6722-04,A6720-02,"
A6720-04,"A6721-09,A6719-14,A6720-12,A6731-05,A6721-12,A6731-01,A6731-02,A6720-06,A6720-10,A6720-01,A6720-03,A6721-04,"
A6720-03,"A6720-07,A6720-06,A6720-04,A6720-11,A6720-01,A6720-08,A6720-02,"
A6720-02,"A6720-05,A6720-03,A6719-15,A6720-01,A6720-11,"
A6720-01,"A6719-14,A6720-04,A6720-03,A6719-15,A6720-02,"
A6735-53,"A6735-44,A6735-47,A6735-49,A6735-50,"
A6735-09,"A6735-01,A6735-02,A6735-25,"
A6735-08,"A6735-16,A6735-03,A6735-05,"
A6712-04,"A6712-06,A6712-10,A6716-06,A6716-04,A6715-01,"
A6720-09,"A6720-07,A6720-06,A6720-10,A6720-08,"
A6720-08,"A6720-07,A6720-10,A6720-11,A6720-12,A6720-03,A6720-09,"
